,text,task_1,Hate,c_text,dale_chall,bad_words,num_words,all_caps,emoji,capitals,total_length,caps_vs_length,num_unique_words,words_vs_unique,num_urls,!,?
1624,"Are these fascists really that confident that they will rule that long and enjoy its opulence Shame, Disgusting #ResignModi,Sickening https://t.co/1JeFc0uXsg",HOF,1,are these fascists really that confident that they will rule that long and enjoy its opulence shame disgusting sickening,12.52,0,20,0.0,0.0,9,157,0.05732484076433121,18,0.9,1,0.0,0.0
1625,@arnohb112 #Chinesevirus is killing the world.  #Chinazi is killing Hongkong. https://t.co/V7CRQFnEdO,NOT,0,is killing the world is killing hongkong,17.1,1,11,0.0,0.0,10,101,0.09900990099009901,9,0.8181818181818182,1,0.0,0.0
1626,"Shitbag talking about a 4 year plan, and giving it the big one about the súper league blah blah fuck him, worst home record in clubs history, dull negative shite, if anyone doesn’t want to be here fuck them https://t.co/eePMmi5TMR",HOF,1,shitbag talking about a year plan and giving it the big one about the per league blah blah fuck him worst home record in clubs history dull negative white if anyone doesnt want to be here fuck them,11.54,1,40,0.0,0.0,6,230,0.02608695652173913,36,0.9,1,0.0,0.0
1627,My aunt’s new normal....   - wake up - get 2-3(minimum) demise messages - feel sad and sorry for the families - see ppl begging for basic health amenities to save lives - thoughts on how this could have been avoided - pray - sleep  God have mercy on #IndiaCovidCrisis,NOT,0,my aunts new normal wake up get 3(minimum) demise messages feel sad and sorry for the families see ppl begging for basic health amenities to save lives thoughts on how this could have been avoided pray sleep god have mercy on,11.73,1,49,0.0,0.0,5,267,0.018726591760299626,40,0.8163265306122449,0,0.0,0.0
1628,"Modi Ji has abandoned his own constituency!! Because of him we are seeing the worst time in the history of our country. People struggling - begging and screaming to help their loves ones. People dying left right and center due to lack of oxygen, beds and medicines. #ResignModi https://t.co/thOB9GHjFN",HOF,1,modi ji has abandoned his own constituency because of him we are seeing the worst time in the history of our country people struggling begging and screaming to help their loves ones people dying left right and center due to lack of oxygen beds and medicines,10.15,0,49,0.0,0.0,13,301,0.04318936877076412,42,0.8571428571428571,1,0.04081632653061224,0.0
1629,@GavinCurnow Bloody hell. This just happened. Like something out of Jurassic Park. Right over my head. https://t.co/OXyaJVBS9e,HOF,1,bloody hell this just happened like something out of jurassic park right over my head,11.28,1,17,0.0,0.0,14,126,0.1111111111111111,17,1.0,1,0.0,0.0
1630,Herbalism shop Torrevieja  Told that if he wants to confront me and I know for sure he won't do because he's simply a bloody motherfucker son of the ugliest bitch ever lived in this planet.... https://t.co/G1fjzbnA8d,HOF,1,herbalism shop torrevieja told that if he wants to confront me and i know for sure he will not do because he is simply a bloody motherfucker son of the ugliest bitch ever lived in this planet,12.0,3,36,0.027777777777777776,0.0,6,216,0.027777777777777776,35,0.9722222222222222,1,0.0,0.0
1631,"Can we just be jabbed already so we can get on with our lives, save our businesses and stop losing our besties to this goddamn disease?? Please Mr. President @CyrilRamaphosa cc. @Discovery_SA  #covid19SA #CovidVaccine #COVIDThirdWave #COVID19 🇿🇦",NOT,0,can we just be jabbed already so we can get on with our lives save our businesses and stop losing our besties to this goddamn disease please mr president cc,10.96,1,37,0.02702702702702703,0.0,25,245,0.10204081632653061,34,0.918918918918919,0,0.0,0.05405405405405406
1632,@narendramodi  today I am ashamed to say you are no different than your predecessor power hungry and selfish. If you can't provide clean water and health care what else can you do??? #IndiaCovidCrisis #FightAgainstCOVID19,NOT,0,today i am ashamed to say you are no different than your predecessor power hungry and selfish if you cannot provide clean water and health care what else can you do,7.27,0,34,0.029411764705882353,0.0,12,221,0.05429864253393665,31,0.9117647058823529,0,0.0,0.08823529411764706
1633,"I’ve never seen anything pushed as hard as the #CovidVaccine in my entire life. Sports teams, actors, politicians, etc. Seems weird considering there’s a mortality rate below 1%",NOT,0,ive never seen anything pushed as hard as the in my entire life sports teams actors politicians etc seems weird considering theres a mortality rate below %,12.56,0,28,0.0,0.0,5,177,0.02824858757062147,27,0.9642857142857143,0,0.0,0.0
1634,@issaEfrainn @Breaking911 Scared pussy are way to selfish for that. Itâ€™s the American way. Me me me me,HOF,1,scared pussy are way to selfish for that ittrade marks the american way me me me me,8.32,2,18,0.0,0.0,6,104,0.057692307692307696,16,0.8888888888888888,0,0.0,0.0
1635,"@Keribaby106 Laycon, choke on it motherfucker",HOF,1,laycon choke on it motherfucker,14.46,1,6,0.0,0.0,2,45,0.044444444444444446,6,1.0,0,0.0,0.0
1636,"@shjzlylywyz_ @dramapotatoe You are writing F everywhere.. I know you like it.. But sorry I can't help you in this. #wuhanVirus  try your luck somewhere else,",NOT,0,you are writing f everywhere i know you like it but sorry i cannot help you in this try your luck somewhere else,6.5,0,26,0.11538461538461539,0.0,6,158,0.0379746835443038,24,0.9230769230769231,0,0.0,0.0
1637,"@LisaForteUK Bloody hell Lisa .. that’s serious, and absolutely brilliant, #crofting! Love your laughter in that! 🤣🤣😂",HOF,1,bloody hell lisa thats serious and absolutely brilliant love your laughter in that rolling on the floor laughingrolling on the floor laughingface with tears of joy,12.92,2,17,0.0,0.058823529411764705,7,117,0.05982905982905983,17,1.0,0,0.11764705882352941,0.0
1638,We do not want elected govt. Judiciary taking much sensible decisions. #CoronaPandemic #ModiFailsIndia #ModiKaVaccineJumla https://t.co/yGx7fkcJsW,NOT,0,we do not want elected govt judiciary taking much sensible decisions,16.64,0,15,0.0,0.0,14,146,0.0958904109589041,15,1.0,1,0.0,0.0
1639,The trending video of Boko Haram converting .. people to Islam..in niger state..en mass... certainly the Islamic north has questions to answer..am not seeing mass condemnation of this shameful act... religion is not by force but by conviction...#UnknownGunmen #Islamophobia,NOT,0,the trending video of book haram converting people to islam in niger state en mass certainly the islamic north has questions to answer am not seeing mass condemnation of this shameful act religion is not by force but by conviction,13.0,1,39,0.0,0.0,8,273,0.029304029304029304,35,0.8974358974358975,0,0.0,0.0
1640,He went as far as to install a tracking app on his own phone and watch his conversations with other people. He was also manipulating son of a bitch who made Taehyung think no one else will love him as Bogum loved him.   He is not going to fall into all of that.  Not again.,HOF,1,he went as far as to install a tracking app on his own phone and watch his conversations with other people he was also manipulating son of a bitch who made taehyung think no one else will love him as bogus loved him he is not going to fall into all of that not again,7.58,1,55,0.0,0.0,6,273,0.02197802197802198,47,0.8545454545454545,0,0.0,0.0
1641,"#ModiKaVaccineJumla We need Modi, all enemies of the nation r running such disgusting campaign. Leftist &amp; chamcha""s r real problems, who never help the society but only spreads their nuisance value. #ArrestPmModi #ArrestPChidambaram #ArrestPmModi",HOF,1,"we need modi all enemies of the nation r running such disgusting campaign leftist &amp chamcha""s r real problems who never help the society but only spreads their nuisance value",12.37,0,34,0.0,0.0,16,250,0.064,31,0.9117647058823529,0,0.0,0.0
1642,@narendramodi Many people died... Why are you just concerned about famous deaths... Be practical or #ResignModi,HOF,1,many people died why are you just concerned about famous deaths be practical or,9.82,0,16,0.0,0.0,5,111,0.04504504504504504,16,1.0,0,0.0,0.0
1643,"@MJALSHRIKA @Tejasvi_Surya Thirdclass politics is being playing by BJP in India...They don't have to do any development. They are just for Enjoying the People dying with hunger, unemployment &amp; This Pandemic like Corona...Very shame #DiaperSuryaExpose",HOF,1,thirdclass politics is being playing by bjp in india they do not have to do any development they are just for enjoying the people dying with hunger unemployment &amp this pandemic like corona very shame,10.82,0,35,0.05714285714285714,0.0,28,254,0.11023622047244094,35,1.0,0,0.0,0.0
1644,All the respected high court's and supreme court of india. Smashing central government for mishandling the situation of the country it shameful that how bjp rule government failed us drastically.#SupremeCourt #ResignPMmodi,NOT,0,all the respected high court's and supreme court of india smashing central government for mishandling the situation of the country it shameful that how bjp rule government failed us drastically,11.54,1,31,0.0,0.0,7,222,0.03153153153153153,27,0.8709677419354839,0,0.0,0.0
1645,"#Muslims, there is no #Saviour coming for you. If you don't want your #Generations to be born in #DetentionCamps, resist your own #Oppression yourself first. Stop #Toeing the line which normalizes #Islamophobia n’ #AntiMuslimHatred.👍",NOT,0,there is no coming for you if you do not want your to be born in resist your own yourself first stop the line which normalize n thumbs up,9.31,0,34,0.0,0.0,13,233,0.055793991416309016,33,0.9705882352941176,0,0.0,0.0
1646,@drharshvardhan @narendramodi @JPNadda @AmitShah @BJP4India Are you a health minister or a chaploos. Stop this boot licking. Do your job OR resign. Actually just resign. Aapse nahi ho payega. #Resign_PM_Modi,HOF,1,are you a health minister or a chaploos stop this boot linking do your job or resign actually just resign lapse nazi ho payega,11.3,1,30,0.03333333333333333,0.0,20,207,0.0966183574879227,28,0.9333333333333333,0,0.0,0.0
1647,My mom was born during pride month. Sheâ€™s the reason Iâ€™m gay.. damn. My therapist is gonna have a field day with this one https://t.co/d58glaiOgT,HOF,1,my mom was born during pride month shetrade marks the reason trade mark gay damn my therapist is going to have a field day with this one,12.26,0,25,0.0,0.0,6,149,0.040268456375838924,24,0.96,1,0.0,0.0
1648,"Looks truly awful, bloody hell https://t.co/Bc8byeSsEV",HOF,1,looks truly awful bloody hell,19.72,2,6,0.0,0.0,5,54,0.09259259259259259,6,1.0,1,0.0,0.0
1649,get this bloody burger off my head before I stab a bitch,HOF,1,get this bloody burger off my head before i stab a bitch,9.5,2,12,0.08333333333333333,0.0,1,56,0.017857142857142856,12,1.0,0,0.0,0.0
1650,"Just Went for my vaccine, the nurse hadn't heard about the #AstraZeneca risk factor change to age categories. I mentioned it, she said she wasn't aware.100% would have given me the jab. I find this concerning &amp; alarming.   #CovidVaccine #COVID19Vaccine #TorySleaze #BorisTheLiar",NOT,0,just went for my vaccine the nurse had not heard about the risk factor change to age categories i mentioned it she said she was not aware 100% would have given me the jab i find this concerning &amp alarming,10.35,0,42,0.047619047619047616,0.0,19,282,0.0673758865248227,38,0.9047619047619048,0,0.0,0.0
1651,"I’m no longer making excuses for the shitty things people have done to me because i cared deeply for them.  Fuck the “if you ever need me, call me” i don’t care if you’re dying, don’t contact me.",HOF,1,im no longer making excuses for the shitty things people have done to me because i cared deeply for them fuck the if you ever need me call me i dont care if youre dying dont contact me,10.09,2,38,0.0,0.0,2,195,0.010256410256410256,34,0.8947368421052632,0,0.0,0.0
1652,"@SpiritofPines CBD enema doesn't sound bad tbh. Kinda day I been having, could use something to relax my asshole.",HOF,1,cbd enemy does not sound bad th kind of day i been having could use something to relax my asshole,9.93,1,19,0.10526315789473684,0.0,7,113,0.061946902654867256,19,1.0,0,0.0,0.0
1653,@sidthelawyer @ReallySwara I hate my PM. #Resign_PM_Modi,HOF,1,i hate my pm,13.01,0,7,0.2857142857142857,0.0,9,56,0.16071428571428573,7,1.0,0,0.0,0.0
1654,"@SatoshisHODLer @DocumentEther @0xPolygon Wow, this shows how much you actually read bro. Doge is for his SON...to see how markets move and learn. #Polygon is HIS investment because he knows the real uses of this network. Check before you speak donkey ðŸ˜",HOF,1,wow this shows how much you actually read bro done is for his son to see how markets move and learn is his investment because he knows the real uses of this network check before you speak donkey,9.97,0,42,0.023809523809523808,0.0,19,255,0.07450980392156863,38,0.9047619047619048,0,0.0,0.0
1655,@nanotoriousMMA @iqfightate Does this mean he is a son of a bitch?,HOF,1,does this mean he is a son of a bitch,8.18,0,12,0.0,0.0,4,66,0.06060606060606061,11,0.9166666666666666,0,0.0,0.08333333333333333
1656,"@montythepeanut @fconyt @elisttm2 @yxwns @fagfeIix @gaydreain @thatonefunnydo1 @sizzlesssssss @sadsatty @ritzmeow @elmerbleats @foomfs nobody asked you, cunt /lh",HOF,1,nobody asked you count /lh,18.41,1,17,0.0,0.0,1,161,0.006211180124223602,17,1.0,0,0.0,0.0
1657,@filmsnat What sam donâ€™t piss me off,HOF,1,what sam dontrade mark piss me off,15.26,1,7,0.0,0.0,1,38,0.02631578947368421,7,1.0,0,0.0,0.0
1658,The worst of Dr Manmohan Singh years was MUCH BETTER than #NarendraModi's  best .  #ResignModi,NOT,0,the worst of dr manmohan singh years was much better than 's best,11.1,0,15,0.13333333333333333,0.0,18,94,0.19148936170212766,15,1.0,0,0.0,0.0
1659,fuck all the way off https://t.co/4ghMimTSny,HOF,1,fuck all the way off,17.09,1,6,0.0,0.0,3,44,0.06818181818181818,6,1.0,1,0.0,0.0
1660,Please resign. It's genocide happening in India now. And this man is nowhere. Why are Godi Media's not attacking him?? He has to be accountable. I hate seeing his photo these days. that's the problem of having an uneducated PM #ResignModi,HOF,1,please resign it is genocide happening in india now and this man is nowhere why are god media's not attacking him he has to be accountable i hate seeing his photo these days that is the problem of having an uneducated pm,9.43,0,41,0.04878048780487805,0.0,13,238,0.0546218487394958,41,1.0,0,0.0,0.04878048780487805
1661,"As #India reels from a second wave of #COVID19 infections that is devastating major cities, stockpiles are falling short of surging demand in the country, health experts warn. - #IndiaFightsCorona #Mumbai #delhilockdown #DelhiCovid #IndiaCovidCrisis #indiacovid #IndiaNeedsOxygen https://t.co/ORB7WlVOTQ",NOT,0,as reels from a second wave of infections that is devastating major cities stockpile are falling short of urging demand in the country health experts warn,15.07,0,37,0.02702702702702703,0.0,27,303,0.0891089108910891,36,0.972972972972973,1,0.0,0.0
1662,"@Cyphoriann @03_Bara_ Heres a whole ass gun, you horny motherfucker https://t.co/sCBgAQSmAd",HOF,1,heres a whole ass gun you horn motherfucker,18.54,3,11,0.0,0.0,9,91,0.0989010989010989,11,1.0,1,0.0,0.0
1663,@MattHancock Wanker,HOF,1,banker,19.53,1,2,0.0,0.0,3,19,0.15789473684210525,2,1.0,0,0.0,0.0
1664,"While it's horrifying to know that India now has 20m Covid cases in total, there's now claims that the overall infection rate is slowing down.  I don't believe any part of that statement.  #IndiaCovidCrisis #COVID19India",NOT,0,while it is horrifying to know that india now has m covid cases in total there is now claims that the overall infection rate is slowing down i do not believe any part of that statement,11.69,0,35,0.02857142857142857,0.0,13,220,0.05909090909090909,32,0.9142857142857143,0,0.0,0.0
1665,OH FUCK NO https://t.co/UxHpA0mAUY,HOF,1,oh fuck no,23.57,1,4,0.75,0.0,14,34,0.4117647058823529,4,1.0,1,0.0,0.0
1666,"So Indian PM Modi's press secretary blames Fake News for the catastrophe....I have always compared Modi to Trump,as have many others. #IndiaCovidCrisis",NOT,0,so indian pm modi's press secretary blames fake news for the catastrophe i have always compared modi to trump as have many others,12.62,0,22,0.045454545454545456,0.0,13,151,0.08609271523178808,21,0.9545454545454546,0,0.0,0.0
1667,Pussy grows on trees .,HOF,1,pussy grows on trees,11.73,1,5,0.0,0.0,1,22,0.045454545454545456,5,1.0,0,0.0,0.0
1668,"Most emoji used by me this year so far 🙏🙏  Please 😷 up #India! It is painful to even pray when you read about kids, young bread winners and babies struggling to breathe. 💔 for the family and a tear escapes my eye each time I see my timeline. #IndiaCovidCrisis #GetVaccinated https://t.co/e09xdx87Qa",NOT,0,most emoji used by me this year so far folded handsfolded hands please face with medical mask up it is painful to even pray when you read about kids young bread winners and babies struggling to breathe broken heart for the family and a tear escapes my eye each time i see my timeline,8.87,1,52,0.019230769230769232,0.057692307692307696,11,298,0.03691275167785235,49,0.9423076923076923,1,0.019230769230769232,0.0
1669,Wish I could get some dick in LA before I head to San Fran tonight,HOF,1,wish i could get some dick in la before i head to san fran tonight,8.59,1,15,0.2,0.0,7,66,0.10606060606060606,14,0.9333333333333333,0,0.0,0.0
1670,"‘“There was a huge disconnect where I felt very angry that the world isn’t paying attention, and would it be different if it was White bodies piling up on the streets?” Singh recalled. “How am I supposed to go about my normal day?”🧘🏼‍♀️🧘🏼‍♀️🧘🏼‍♀️#IndiaCovidCrisis https://t.co/cOMv2aFrY4",HOF,1,there was a huge disconnect where i felt very angry that the world isnt paying attention and would it be different if it was white bodies piling up on the streets singh recalled how am i supposed to go about my normal day medium light skin tonefemale signmedium light skin tonefemale signmedium light skin tonefemale sign,11.2,1,44,0.045454545454545456,0.0,13,287,0.04529616724738676,40,0.9090909090909091,1,0.0,0.045454545454545456
1671,"With Covid wreaking havoc, its time to focus on our emotional well being.  India is the MOST depressed country in the world.  I'm sharing 5 ways to improve emotional health.  @Justbaat   #emotionalhealth   #covid19impact #mentalfitness #positivethinking #IndiaCovidCrisis https://t.co/l4Sj2Xe3jd",NOT,0,with covid breaking havoc its time to focus on our emotional well being india is the most depressed country in the world i'm sharing ways to improve emotional health,14.01,0,37,0.02702702702702703,0.0,14,295,0.04745762711864407,34,0.918918918918919,1,0.0,0.0
1672,"Turkish has the funniest insults while still sounding harsh, like ""eşoleşek"" means something like bastard/asshole but it literally translates to ""son of a donkey"" 😂 Or ""Hıyar"" (cucumber) that's used to call someone stupid LMAO https://t.co/S01cfimKzK",HOF,1,"turkish has the funniest insults while still sounding harsh like ""eoleek"" means something like bastard/asshole but it literally translates to ""son of a donkey"" face with tears of joy or ""hear"" (cucumber) that is used to call someone stupid lmaz",13.32,1,36,0.027777777777777776,0.027777777777777776,10,250,0.04,34,0.9444444444444444,1,0.0,0.0
1673,Whoever is playing Plague with the premium pack knock it the fuck off!,HOF,1,whoever is playing plague with the premium pack knock it the fuck off,10.35,1,13,0.0,0.0,2,70,0.02857142857142857,12,0.9230769230769231,0,0.07692307692307693,0.0
1674,Is it the Sonar Bangla we dreamt of. Really pathetic and horrifying.#BengalBurning #BengalElection2021 # https://t.co/326BGE2myx,NOT,0,is it the sonar bangla we dream of really pathetic and horrifying,16.39,0,15,0.0,0.0,11,128,0.0859375,15,1.0,1,0.0,0.0
1675,"@nagarjund @Tejasvi_Surya Ur the waste fellow, you and your govt totally fail to resolve the issue of Karnataka ppl, And do not communalise the matter if u ppl are not capable to run d govt #ResignSudhakar #ResignPMmodi #ResignBSY #ModiKaVaccineJumla",HOF,1,ur the waste fellow you and your govt totally fail to resolve the issue of karnataka ppl and do not communalise the matter if u ppl are not capable to run d govt,12.45,0,39,0.0,0.0,18,250,0.072,34,0.8717948717948718,0,0.0,0.0
1676,This is the culmination of temple and Kumbh politics by Idiots in the Center.   The nation is crying out for medical help.  #ModiMustResign  #ModiKaVaccineJumla #ModiMadeDisaster #modi https://t.co/GdkE7cUMGK,HOF,1,this is the culmination of temple and kumbh politics by idiots in the center the nation is crying out for medical help,14.33,0,27,0.0,0.0,21,208,0.10096153846153846,25,0.9259259259259259,1,0.0,0.0
1677,Today 2nd day no vaccine! Deprived of 2nd dose! Do needful. Location ANUMALA DISTRICT TAPI #NoVaccine #CovidVaccine #Covishield @JayantiRavi @CollectorTapi @DdoTapi @CMOGuj @PIBAhmedabad,NOT,0,today nd day no vaccine deprived of nd dose do needful location anumala district tape,15.69,0,23,0.13043478260869565,0.0,42,186,0.22580645161290322,22,0.9565217391304348,0,0.08695652173913043,0.0
1678,An important update on the #IndiaCovidCrisis that continues to affect the country’s ability to treat severely ill patients.👇 https://t.co/vS6Rtox3EP,NOT,0,an important update on the that continues to affect the country ability to treat severely ill patients backhand index pointing down,14.55,0,19,0.0,0.0,8,148,0.05405405405405406,17,0.8947368421052632,1,0.0,0.0
1679,i swear to god it this fucker baits dream out of us just so he gets views iâ€™m rioting,HOF,1,i swear to god it this tucker bats dream out of us just so he gets views trade mark rioting,10.4,2,19,0.0,0.0,0,87,0.0,19,1.0,0,0.0,0.0
1680,@Misselusivee @jasmineecash A perfect pussy and ass I would love to devour,HOF,1,a perfect pussy and ass i would love to devout,10.81,2,12,0.16666666666666666,0.0,3,74,0.04054054054054054,12,1.0,0,0.0,0.0
1681,as @KelseaBallerini once said closer to being closer. i really miss her hugs!!! #CovidVaccine https://t.co/80FAk5pjay,NOT,0,as once said closer to being closer i really miss her hugs,12.8,0,15,0.0,0.0,6,117,0.05128205128205128,15,1.0,1,0.2,0.0
1682,Bengal is just a trailer. India without Modi is just a hell for us. #CruelMamata #HindusLivesMatter #BengalBurning,NOT,0,bengal is just a trailer india without modi is just a hell for us,10.56,1,17,0.0,0.0,10,114,0.08771929824561403,14,0.8235294117647058,0,0.0,0.0
1683,"@Pinklilycat Cor whereâ€™s all this coming from? I thought we were pals, you enable my bollocks, I talk bollocks, itâ€™s a good system. Now Iâ€™m being victimised for my chippy choices like a leper whoâ€™s nose is gonna drop into the gravy on the pier.",HOF,1,cor wheretrade marks all this coming from i thought we were pals you enable my bollocks i talk bollocks ittrade marks a good system now trade mark being victimised for my choppy choices like a lever whotrade marks nose is going to drop into the gravy on the pier,10.7,0,45,0.044444444444444446,0.0,6,252,0.023809523809523808,40,0.8888888888888888,0,0.0,0.022222222222222223
1684,HOLY SHIT LFMAOOFDN DAMN AS SHE SHOULD AHHAHAAH https://t.co/q64PkJ9Ph3,HOF,1,holy shit lfmaoofdn damn as she should ahhahaah,18.12,2,9,0.8888888888888888,0.0,43,71,0.6056338028169014,9,1.0,1,0.0,0.0
1685,"I for one appreciate that @bigjimmurray is ""just here to make dick jokes and make people laugh."" God's work, really.",HOF,1,"i for one appreciate that is ""just here to make dick jokes and make people laugh "" god's work really",8.08,1,20,0.05,0.0,2,116,0.017241379310344827,19,0.95,0,0.0,0.0
1686,"You said it, Sir...!!  This 2nd Wave has come too close to many of us and it has scared all of us.  This #ChineseVirus is to be scared of. Be wary. Be careful. Be safe. &amp; Stay Healthy. https://t.co/IDHmmT1EX6",NOT,0,you said it sir this nd wave has come too close to many of us and it has scared all of us this is to be scared of be wary be careful be safe &amp stay healthy,8.25,0,39,0.0,0.0,18,212,0.08490566037735849,32,0.8205128205128205,1,0.05128205128205128,0.0
1687,I was a poor little kid in the lungs of new York Just like a motherless son of a bitch Loaded on ephedrine looking for downers and coke Like a sun that just wouldn't set out on the horizon Singing and dancing to them nighttime songs,HOF,1,i was a poor little kid in the lungs of new york just like a motherless son of a bitch loaded on ephedrine looking for owners and coke like a sun that just would not set out on the horizon singing and dancing to them nighttime songs,10.38,2,46,0.021739130434782608,0.0,6,232,0.02586206896551724,39,0.8478260869565217,0,0.0,0.0
1688,"@LanceUSA70 Heâ€™s an asshole for grabbing, sheâ€™s an asshole for accepting it.",HOF,1,hetrade marks an asshole for grabbing shetrade marks an asshole for accepting it,13.44,1,12,0.0,0.0,5,80,0.0625,9,0.75,0,0.0,0.0
1689,"""I know Everything"", will destroy this country one day... #ModiKaVaccineJumla",NOT,0,"""i know everything"" will destroy this country one day",5.71,1,10,0.1,0.0,6,77,0.07792207792207792,10,1.0,0,0.0,0.0
1690,"#CruelMamata #IStandWithBengaliHindus #ArrestMamata #bengalviolence Army,No other alternative .#JusticeForBengalBJPKarykarta #BengalBurning And why reports...will it save lives.. Sad..bad..jungle..killing fields of Bengal..impose Prez rule ASAP..since its worse than Kashmir NOW",NOT,0,army no other alternative and why reports will it save lives sad bad jungle killing fields of bengal impose prev rule asap since its worse than kashmir now,13.66,0,27,0.037037037037037035,0.0,32,278,0.11510791366906475,27,1.0,0,0.0,0.0
1691,Horrendous and discouraging for all who want to help. #IndiaCovidCrisis @MedShare https://t.co/yldFg6tDVp,NOT,0,horrendous and discouraging for all who want to help,14.76,0,12,0.0,0.0,9,105,0.08571428571428572,12,1.0,1,0.0,0.0
1692,We're into the next 100 days of the Biden administration and I found this in a local Wal Mart. How America tolerated the chaos and ineptitude of Trump is simply mind boggling and distressing. Are Americans so  stupid? #COVID19  #CovidVaccine https://t.co/6u0F3lzGxD,HOF,1,we are into the next days of the biden administration and i found this in a local wal mart how america tolerated the chaos and ineptitude of trump is simply mind boggling and distressing are americans so stupid,12.79,0,41,0.04878048780487805,0.0,20,265,0.07547169811320754,36,0.8780487804878049,1,0.0,0.024390243902439025
1693,Please Stop this 😥😥 Losing lives for more and more speed!! It's a threat for living beings. Please Stop🚫🚫🖐️ #stop5g #Stop5gTesting  #ResignModi https://t.co/Zt0jmY0RNV,NOT,0,please stop this disappointed but relieved facedisappointed but relieved face losing lives for more and more speed it is a threat for living beings please stopprohibitedprohibitedraised hand with fingers played,10.88,0,23,0.0,0.08695652173913043,15,167,0.08982035928143713,20,0.8695652173913043,1,0.08695652173913043,0.0
1694,States That Voted Biden Lost Twice as Many Jobs Amid Pandemic | Dan Bongino  #Democrats don’t do governing well  #Coronavirus #WuhanVirus #Lockdown  https://t.co/dmYLGkuNXX,NOT,0,states that voted biden lost twice as many jobs amid pandemic | dan bongino dont do governing well,16.93,0,23,0.0,0.0,23,172,0.13372093023255813,23,1.0,1,0.0,0.0
1695,@SkySportsNews Four right backs ffs what the fuck is that all about and leave out two decent midfield players one of whom could cover the right back roll if could upon ðŸ¤·â€â™‚ï¸,HOF,1,four right backs ff what the fuck is that all about and leave out two decent midfield players one of whom could cover the right back roll if could upon trade mark,10.16,1,32,0.0,0.0,5,181,0.027624309392265192,29,0.90625,0,0.0,0.0
1696,"Only an anti-people government can increase the fuel price every day, while the country move with a critical pandemic situation. Shame on you Modi. You are such a useless piece of show off. #ResignModi #Resign_PM_Modi",HOF,1,only an anti people government can increase the fuel price every day while the country move with a critical pandemic situation shame on you modi you are such a useless piece of show off,8.28,0,35,0.0,0.0,10,217,0.04608294930875576,33,0.9428571428571428,0,0.0,0.0
1697,These pigeons in toronto have no chill like what the bloody hell man,NOT,0,these pigeons in toronto have no chill like what the bloody hell man,7.93,2,13,0.0,0.0,1,68,0.014705882352941176,13,1.0,0,0.0,0.0
1698,Every time I see someone's name in the trending list a fear crosses my mind. #StayHomeStaySafe #IndiaFightsBack #IndiaStayStrong  #Chinesevirus,NOT,0,every time i see someone is name in the trending list a fear crosses my mind,10.4,1,19,0.05263157894736842,0.0,13,143,0.09090909090909091,19,1.0,0,0.0,0.0
1699,@narendramodi get the fuck down from your post. #ModiResign  #ModiKaVaccineJumla  #ModiHataoDeshBachao  #Modiwave  #ModiGovtSeNaHoPayega  https://t.co/0uHwy8yZgx,HOF,1,get the fuck down from your post,16.74,2,14,0.0,0.0,19,161,0.11801242236024845,14,1.0,1,0.0,0.0
1700,Enough is Enough. You've failed this country. #ResignModi #Resign_PM_Modi,HOF,1,enough is enough you have failed this country,9.12,1,9,0.0,0.0,9,73,0.1232876712328767,9,1.0,0,0.0,0.0
1701,Smoking weed w a pretty thot her pussy getting hotðŸ¥µ,HOF,1,smoking weed w a pretty that her pussy getting hot,12.03,2,10,0.0,0.0,2,54,0.037037037037037035,10,1.0,0,0.0,0.0
1702,"Everything is fake, nothing is happening in Bengal. cheers!   #BengalBurning #ViolenceInBengal #tmcgoons https://t.co/Fbn3LXRLFn",NOT,0,everything is fake nothing is happening in bengal cheers,16.43,0,13,0.0,0.0,13,128,0.1015625,12,0.9230769230769231,1,0.07692307692307693,0.0
1703,@Cyclopunk @BeebsyMcA Alex Higgins was a wanker and I was only 8. Nicest are The Manic Street Preachers who let us drink their rider at Coleraine Uni.,HOF,1,alex higgins was a banker and i was only incest are the manic street preachers who let us drink their rider at coleraine uni,10.74,1,27,0.037037037037037035,0.0,14,150,0.09333333333333334,26,0.9629629629629629,0,0.0,0.0
1704,This is just so heartbreaking ð­  Can't even Imagine the pain  and helplessness of a daughter.   #BengalViolence is just an excuse to hide the ground reality of the nation! Shame on @BJP4India and its supporters  #IndiaCovidCrisis #ModiMadeDisaster #IndiansDyingModiEnjoying https://t.co/IalvXQMlo0,NOT,0,this is just so heartbreaking cannot even imagine the pain and helplessness of a daughter is just an excuse to hide the ground reality of the nation shame on and its supporters,11.08,0,39,0.0,0.0,24,300,0.08,33,0.8461538461538461,1,0.02564102564102564,0.0
1705,@WHO It's originally #CHINESEVIRUS Due to China we all are suffering Now don't dilute by naming BRITISH VARIENT or INDIAN VARIENT,NOT,0,it is originally due to china we all are suffering now do not dilute by naming british variant or indian variant,9.94,0,21,0.2857142857142857,0.0,46,129,0.35658914728682173,20,0.9523809523809523,0,0.0,0.0
1706,WHAT THE FUCK I WANNA BE PRETTY TOO https://t.co/69OVdRz8Ct,HOF,1,what the fuck i want to be pretty too,14.61,1,9,0.8888888888888888,0.0,32,59,0.5423728813559322,9,1.0,1,0.0,0.0
