,text,task_2,PRFN,OFFN,NONE,c_text
1388,@KaushalyaFem @chrisamason @dblackal Thatâs not snooping itâs stalking. And stalkers can be dangerous. Bloody hell im worried for you.,NONE,0,0,1,   thatâs not snooping itâs stalking and stalkers can be dangerous bloody hell im worried for you
1389,@Aroucho Ahhh. Now I know why they lost. That shitbag was in the building.  I don't even wanna know if Imgrund and the rest of the paid doomers were in attendance.  Gee. Couldn't give your ticket to a lower wage nurse/psw/staff.. Could ya Dr.?  😒,PRFN,1,0,0, ahhh now i know why they lost that shitbag was in the building  i don't even wanna know if imgrund and the rest of the paid doomers were in attendance  gee couldn't give your ticket to a lower wage nursepswstaff could ya dr  unamused face
1390,man people piss me off,PRFN,1,0,0,man people piss me off
1391,You can fuck off x https://t.co/283i4eKAAn,PRFN,1,0,0,you can fuck off x httpstco283i4ekaan
1392,Who is responsible for oxygen? #AndhBhakt #Election_meeting #NarendraModi  #ModiKaVaccineJumla #ModiResign #FarmLaws_NextPandemic  #SuspendSharjeelUsmni #STUDENTSLIVESMATTERS #cancel12thboardexams2021 #COVIDEmergency  Do you agree with me? ❤️ Don't you agree with me?🔃 https://t.co/LnOnJWqoWS,NONE,0,0,1,who is responsible for oxygen andhbhakt electionmeeting narendramodi  modikavaccinejumla modiresign farmlawsnextpandemic  suspendsharjeelusmni studentslivesmatters cancel12thboardexams2021 covidemergency  do you agree with me red heart don't you agree with meclockwise vertical arrows httpstcolnonjwqows
1393,"What was the development in the last 7 years? Healthcare, education, economy? Even when thousands of people were dying every day, our not so honourable PM @narendramodi was insulting a woman ""Didi O Didi"". What if somebody talked to your mother that way? Mannerless #ResignModi",OFFN,0,1,0,what was the development in the last 7 years healthcare education economy even when thousands of people were dying every day our not so honourable pm  was insulting a woman didi o didi what if somebody talked to your mother that way mannerless resignmodi
1394,@BradCosmetics dammit I'm trying to avoid this fucker out here,PRFN,1,0,0, dammit i'm trying to avoid this fucker out here
1395,Roaming around aimlessly while his people are dying. And all paid media follow him. What a shame for having such a leader in this 21st century. #ModiResign #ResignPMmodi https://t.co/4P44slqBxa #IStandWithModi,HATE,0,0,0,roaming around aimlessly while his people are dying and all paid media follow him what a shame for having such a leader in this 21st century modiresign resignpmmodi httpstco4p44slqbxa istandwithmodi
1396,The vaccination drive by Modi govt. is a massive failure!!! Modi failed the country!!! #ModiKaVaccineJumla #Resign_PM_Modi,NONE,0,0,1,the vaccination drive by modi govt is a massive failure modi failed the country modikavaccinejumla resignpmmodi
1397,"Twitter asking""what's happening""....my nation is burning from west Bengal, crying inside from Covid caused deaths, and netas r doing their usual businesses.  And me, fearing an end of humanity in my country. #IndiaCovidCrisis #BengalViolence  #PresidentsRuleinBengal #PMModi",NONE,0,0,1,twitter askingwhat's happeningmy nation is burning from west bengal crying inside from covid caused deaths and netas r doing their usual businesses  and me fearing an end of humanity in my country indiacovidcrisis bengalviolence  presidentsruleinbengal pmmodi
1398,"Ah, so THESE are those vaccine side effects I’ve heard so much about!  We meet at last.  Feel like crap but, significantly, regret NOTHING!  #CovidVaccine",NONE,0,0,1,ah so these are those vaccine side effects i’ve heard so much about  we meet at last  feel like crap but significantly regret nothing  covidvaccine
1399,@capeandcowell What the actual fuck?,PRFN,1,0,0, what the actual fuck
1400,"@SaltyProfessor Absolutely! It’s especially bad in Michigan. Rs trying to pass legislation to ban tracking #CovidVaccine, do away with #MCIR vaccination database. #democracy is under siege.",NONE,0,0,1, absolutely it’s especially bad in michigan rs trying to pass legislation to ban tracking covidvaccine do away with mcir vaccination database democracy is under siege
1401,@Christo83690194 @ToxicSpikee @Vanabee_bs is calling someone a white person an offense nowadays on twitter?,NONE,0,0,1,  bs is calling someone a white person an offense nowadays on twitter
1402,@FOXLA Isolate that motherfucker real quick,PRFN,1,0,0, isolate that motherfucker real quick
1403,"If you are still supporting @BJPindia__ , then there is no one stupider than you. You deserve the chaos that you voted for.  #ResignPMmodi #ResignModi",HATE,0,0,0,if you are still supporting   then there is no one stupider than you you deserve the chaos that you voted for  resignpmmodi resignmodi
1404,@DebdulalSunita @rebel4SSR What nonscence..if she had so much of problem she wouldn't have casted him..it was he show..her show rep was high all becz of sushi.what is trying to prove she did meherbani in Sushi.why the heck she went to funeral n cried n did that natak.. bloody bitch,OFFN,0,1,0,  what nonscenceif she had so much of problem she wouldn't have casted himit was he showher show rep was high all becz of sushiwhat is trying to prove she did meherbani in sushiwhy the heck she went to funeral n cried n did that natak bloody bitch
1405,Nvidia: We can’t keep up with demand for our 30 series GPU’s what do we do?  Guy in the back: Hear me out. Let’s make a 3080 Ti  Nvidia: You crazy son of a bitch I’m in.  #NVIDIA  #3080ti https://t.co/1fAPDNCXtY,NONE,0,0,1,nvidia we can’t keep up with demand for our 30 series gpu’s what do we do  guy in the back hear me out let’s make a 3080 ti  nvidia you crazy son of a bitch i’m in  nvidia  3080ti httpstco1fapdncxty
1406,@avs_IND ðŸ¤§ðŸ¤§ðŸ‘¹ðŸ‘¹ðŸ‘¹ Just check any govt hospital where they are giving #ChineseVirus Vaccine. Worse than a bloody market for getting token ðŸ‘¹ðŸ‘¹ðŸ‘¹,PRFN,1,0,0,ind ðÿ¤§ðÿ¤§ðÿ‘¹ðÿ‘¹ðÿ‘¹ just check any govt hospital where they are giving chinesevirus vaccine worse than a bloody market for getting token ðÿ‘¹ðÿ‘¹ðÿ‘¹
1407,"#tmcgoons have unleashed horror  after @AITCofficial's victory in Bengal. karyakartas are being murdered and tortured to such an extent that they are being forced to flee their homes. So this was the ""Khela"" that Didi was talking about. #BengalBurning https://t.co/BcV091BSGq",HATE,0,0,0,tmcgoons have unleashed horror  after 's victory in bengal karyakartas are being murdered and tortured to such an extent that they are being forced to flee their homes so this was the khela that didi was talking about bengalburning httpstcobcv091bsgq
1408,@Sgtcrack Appreciate it you salad with ranch tossing fucker ðŸ˜­ðŸ˜­,PRFN,1,0,0, appreciate it you salad with ranch tossing fucker ðÿ˜­ðÿ˜­
1409,@SaketGokhale @PiyushGoyal Piyush Goyal are you that dumb or are you deliberately playing this stupid game of oxygen express .. in either case people are choking to death coz on ground results are ZERO! #ResignModi #ResignPMmodi #TryModiForCrimesAgainstHumanity #BJPFailsIndia #BjpDestroyedIndia,OFFN,0,1,0,  piyush goyal are you that dumb or are you deliberately playing this stupid game of oxygen express  in either case people are choking to death coz on ground results are zero resignmodi resignpmmodi trymodiforcrimesagainsthumanity bjpfailsindia bjpdestroyedindia
1410,@TheLeadCNN @clarissaward my first time seeing report about #IndiaCovidCrisis . This is very heart breaking.,NONE,0,0,1,  my first time seeing report about indiacovidcrisis  this is very heart breaking
1411,"on god I see one more straight mf talk about âpride is about me simping for ___â Iâm really gonna lose my shit. that ainât funny or cute, literally shut the fuck up you goddamn fool.",PRFN,1,0,0,on god i see one more straight mf talk about âpride is about me simping for â iâm really gonna lose my shit that ainât funny or cute literally shut the fuck up you goddamn fool
1412,Feeling sorry for the people living in assam that after seeing the concequences they still chose to vote for modiji #feelingsorryforassam #assamesehavenohope  #assamtumpachtaoge  #ExitModi #AssamAssemblyPolls #AssemblyElections2021 #ModiKaVaccineJumla #ElectionResult,NONE,0,0,1,feeling sorry for the people living in assam that after seeing the concequences they still chose to vote for modiji feelingsorryforassam assamesehavenohope  assamtumpachtaoge  exitmodi assamassemblypolls assemblyelections2021 modikavaccinejumla electionresult
1413,@IndianExpress #IndiaCovidCrisis India 🇮🇳 Spent $$$Billions on Nuclear ☢️ Weapons. But can’t build a 1800’s Oxygen Electrolysis plant. #Karma,NONE,0,0,1, indiacovidcrisis india  spent billions on nuclear radioactive weapons but can’t build a 1800’s oxygen electrolysis plant karma
1414,Please resign ðŸ™ðŸ½ #COVIDEmergencyIndia #ModiMadeDisaster #Resign_PM_Modi Roy: We need a government https://t.co/9tXOMDz3HS via @scroll_in,NONE,0,0,1,please resign ðÿtrade markðÿ½ covidemergencyindia modimadedisaster resignpmmodi roy we need a government httpstco9txomdz3hs via in
1415,"I am angry. Angry that I have lost too many friends, colleagues and their loved ones over the last few weeks  @Nidhi opines in @gulf_news  https://t.co/fbGXzykJ6G | #IndiaCovidCrisis",NONE,0,0,1,i am angry angry that i have lost too many friends colleagues and their loved ones over the last few weeks   opines in news  httpstcofbgxzykj6g  indiacovidcrisis
1416,@singharjun011 @MarcusRashford @England @nikefootball Dick head,OFFN,0,1,0,    dick head
1417,@pwefc1 LOOOOOL this aged well you clueless twat! ðŸ˜­ðŸ˜­ðŸ˜­,PRFN,1,0,0, loooool this aged well you clueless twat ðÿ˜­ðÿ˜­ðÿ˜­
1418,People are dying every minute without oxygen and this PM is playing the violin like a fool. Today's destructive situation in the country #ResignModi #Resign_PM_Modi #ResignAmitShah https://t.co/ywucrbTs3K,OFFN,0,1,0,people are dying every minute without oxygen and this pm is playing the violin like a fool today's destructive situation in the country resignmodi resignpmmodi resignamitshah httpstcoywucrbts3k
1419,"Grief, anger among Indian diaspora in US as COVID crisis worsens #ModiMadeDisaster #COVIDSecondWaveInIndia #ModiHataoDeshBachao #ModiKaVaccineJumla  https://t.co/XwmMzADh74 via @AJEnglish",NONE,0,0,1,grief anger among indian diaspora in us as covid crisis worsens modimadedisaster covidsecondwaveinindia modihataodeshbachao modikavaccinejumla  httpstcoxwmmzadh74 via 
1420,@piersmorgan Too bad he left all that behind to become the shitbag he is now.,PRFN,1,0,0, too bad he left all that behind to become the shitbag he is now
1421,@Bruh_Otaku @Nathyelf1 @The25thBam_ It came back with a vengeance though. I watch that shit damn near daily. Donâ€™t wanna spoil but that finale had me on EDGE,OFFN,0,1,0,otaku   it came back with a vengeance though i watch that shit damn near daily donâ€trade markt wanna spoil but that finale had me on edge
1422,"@SolomonYue In 2020, China hung a banner to celebrate the Coronavirus epidemic in the US and Japan. China now is celebrating the #Chinesevirus epidemic in India. China is evil and the enemy of all mankind. #DefeatChina https://t.co/R2xn7r4KKz",HATE,0,0,0, in 2020 china hung a banner to celebrate the coronavirus epidemic in the us and japan china now is celebrating the chinesevirus epidemic in india china is evil and the enemy of all mankind defeatchina httpstcor2xn7r4kkz
1423,Utterly disgusted by the PM and his racist Govt for banning Australian citizens stranded in India from returning home.  The Govt should provide rescue flights to bring them safely home and establish federal quarantine facilities for them. #auspol #COVID19Aus #IndiaCovidCrisis,HATE,0,0,0,utterly disgusted by the pm and his racist govt for banning australian citizens stranded in india from returning home  the govt should provide rescue flights to bring them safely home and establish federal quarantine facilities for them auspol covid19aus indiacovidcrisis
1424,It absolutely ridiculous how criminal 244 is. Look at all that it destroyed so that (predominately white) asshole suburbanites from Owasso and Claremore could drive into downtown and go the wrong way on one ways https://t.co/lMOl6FcFWq,OFFN,0,1,0,it absolutely ridiculous how criminal 244 is look at all that it destroyed so that predominately white asshole suburbanites from owasso and claremore could drive into downtown and go the wrong way on one ways httpstcolmol6fcfwq
1425,"@balbir59 A sad day to see Hindus being led to carrying out atrocities against the helpless and innocent... This is not what what our religion teaches, this is what radical islam propagates. #CurbThisCrime #StopHateCrime #BengalBurning #IStandWithModi @il",OFFN,0,1,0, a sad day to see hindus being led to carrying out atrocities against the helpless and innocent this is not what what our religion teaches this is what radical islam propagates curbthiscrime stophatecrime bengalburning istandwithmodi 
1426,"@PeppermintSix ""You can call be Dan if you'd like,""he replied, taking her hand to shake it. Oh, she had no idea what kind of asshole he could be.",PRFN,1,0,0, you can call be dan if you'd likehe replied taking her hand to shake it oh she had no idea what kind of asshole he could be
1427,"Trying not to cry, in the swiftly moving queue, as I'm terrified the #CovidVaccine will make me ill and I won't see my babies again. The media has destroyed me. #covid19 https://t.co/x54UioubwG",NONE,0,0,1,trying not to cry in the swiftly moving queue as i'm terrified the covidvaccine will make me ill and i won't see my babies again the media has destroyed me covid19 httpstcox54uioubwg
1428,"Former MP Mohammad Shahabuddin Corona report was negative, why was there so much negligence in his treatment? In the whole episode, clearly the murder of the conspiracy can be seen. My deep condolences to his wife Heena G and his son Osama. #JusticeForShahabuddin https://t.co/7GxyVz9VOD",HATE,0,0,0,former mp mohammad shahabuddin corona report was negative why was there so much negligence in his treatment in the whole episode clearly the murder of the conspiracy can be seen my deep condolences to his wife heena g and his son osama justiceforshahabuddin httpstco7gxyvz9vod
1429,"""So please go. It is the most responsible thing for you to do. You have forfeited the moral right to be our prime minister"" #ResignModi https://t.co/8MN5IclUoq",NONE,0,0,1,so please go it is the most responsible thing for you to do you have forfeited the moral right to be our prime minister resignmodi httpstco8mn5icluoq
1430,"@MamataOfficial A demonic and shameless woman like you has not seen anyone else, shame on you  #BengalBurning #BengalViolence  #ShameOnTMC #ShameOnMamata https://t.co/qKYgw5hrmM",OFFN,0,1,0, a demonic and shameless woman like you has not seen anyone else shame on you  bengalburning bengalviolence  shameontmc shameonmamata httpstcoqkygw5hrmm
1431,"I'm just speechless in front of such a disaster. It's seems almost surreal, but this in fact the biggest human catastrophy ravaging #India. #IndiaCovidCrisis https://t.co/yaUMCboxVW",NONE,0,0,1,i'm just speechless in front of such a disaster it's seems almost surreal but this in fact the biggest human catastrophy ravaging india indiacovidcrisis httpstcoyaumcboxvw
1432,@NYGovCuomo You killed grandma you sick son of a bitch,OFFN,0,1,0, you killed grandma you sick son of a bitch
1433,"@chachiatro @Aditya04153122 @stubborn_jatti7 @NishanSingHere @Kamalji12644931 @Manjot54433787 @mohd_arif_kisan @cobra_king0 @007ShoebKhan @_sam_zaidi_ @Abhishe51651311 @Afreens64306022 72 hoors waiting for you, you are on wrong planet, please leave this ASAP and help us fight #ChineseVirus  #RohitSardana",NONE,0,0,1,  jatti7    arifkisan king0  samzaidi   72 hoors waiting for you you are on wrong planet please leave this asap and help us fight chinesevirus  rohitsardana
1434,@npc_hooker My mama sent it to me🤝,NONE,0,0,1,hooker my mama sent it to mehandshake
1435,@ANI This chadarmod will be punished by karma. She canâ€™t survive long with bl0od in her hand. #MamtaisTerrorist #BengalBurning,PRFN,1,0,0, this chadarmod will be punished by karma she canâ€trade markt survive long with bl0od in her hand mamtaisterrorist bengalburning
1436,Lou got drunk off his ass at the baby shower AND ruined the cake. What an asshole. https://t.co/YybLD85UxU,OFFN,0,1,0,lou got drunk off his ass at the baby shower and ruined the cake what an asshole httpstcoyybld85uxu
1437,"The Cowin website, the appointments given and availability of vaccine are all disconnected. Totally disappointed. #CoWin #failure #CovidVaccine @drharshvardhan @PMOIndia",NONE,0,0,1,the cowin website the appointments given and availability of vaccine are all disconnected totally disappointed cowin failure covidvaccine  
1438,This is a level of insanity I have not seen since the last #QAnonCult follower or a #CovidVaccine conspiracy post. https://t.co/5nEwpyD0cH,NONE,0,0,1,this is a level of insanity i have not seen since the last qanoncult follower or a covidvaccine conspiracy post httpstco5newpyd0ch
1439,@SilverJ3sus Ask a hooker,PRFN,1,0,0, ask a hooker
1440,@MamataOfficial didi.. don't do drama ! Clearly the provocation and violence were done by TMC goons. Don't blame central govt for the violence! Central govt will send crew and minister to access the situation. This is not a new practice. #BengalBurning #F,OFFN,0,1,0, didi don't do drama  clearly the provocation and violence were done by tmc goons don't blame central govt for the violence central govt will send crew and minister to access the situation this is not a new practice bengalburning f
1441,This is the only fucking thing they are worried about.  #NarendraModi is a disaster. #Resign_PM_Modi #ResignModi https://t.co/eSC0ByY106,PRFN,1,0,0,this is the only fucking thing they are worried about  narendramodi is a disaster resignpmmodi resignmodi httpstcoesc0byy106
1442,New In stock and available now Marvels Shag Chi pops range!! https://t.co/PyvNKUvI0N #Shangchi https://t.co/jFQ5iE9O5R,NONE,0,0,1,new in stock and available now marvels shag chi pops range httpstcopyvnkuvi0n shangchi httpstcojfq5ie9o5r
1443,@M_OfSarcasm @RahulGandhi Back then the virus was new &amp; hit everyone by surprise. We know better now. Modi and his party increased the infection rate. He screwed over the farmers forcing them to protest and infect and kill more people. I used to like,OFFN,0,1,0,ofsarcasm  back then the virus was new amp hit everyone by surprise we know better now modi and his party increased the infection rate he screwed over the farmers forcing them to protest and infect and kill more people i used to like
1444,"Old India was the one where when you had the right to agreed/disagree with the government as a citizen of democratic country, but in new India, you are labeled as anti nationals and terrorist if you disagree with the government!  Such a shame! #ElectionResult #ResignPMmodi",HATE,0,0,0,old india was the one where when you had the right to agreeddisagree with the government as a citizen of democratic country but in new india you are labeled as anti nationals and terrorist if you disagree with the government  such a shame electionresult resignpmmodi
1445,"@CanaquaL Yes they suck big time.  But it wouldn't be Newfie of us if we didn't bitch about something. I am guilty as well. Perfect day. Sunny, warm, no wind. But those bloody Flies ! 😎✌",PRFN,1,0,0, yes they suck big time  but it wouldn't be newfie of us if we didn't bitch about something i am guilty as well perfect day sunny warm no wind but those bloody flies  smiling face with sunglassesvictory hand
1446,"I wonder, did I give you dorks drooling in my DMs a permission to bother me with your bollocks?",PRFN,1,0,0,i wonder did i give you dorks drooling in my dms a permission to bother me with your bollocks
1447,"#Modi you told us that #vaccination for people above 18 years will start from 1st May. But whenever I try to register myself in the #CoWin , it is showing that vaccination is only for people above 45 years. Why are you making us fool!  #ModiResign  #ModiKaVaccineJumla",NONE,0,0,1,modi you told us that vaccination for people above 18 years will start from 1st may but whenever i try to register myself in the cowin  it is showing that vaccination is only for people above 45 years why are you making us fool  modiresign  modikavaccinejumla
1448,"@martin_compston @BritBox_US â€œMary , Joseph and the wee Donkey, have you not heard of photoshop son? You've just at the internet a challenge, a challenge they'll take!""",NONE,0,0,1,compston us â€œmary  joseph and the wee donkey have you not heard of photoshop son you've just at the internet a challenge a challenge they'll take
1449,Alas!!! We will have to see such incidents for 5 more years. Bengal is becoming another Kashmir. Shame on you @MamataOfficial #BengalBurning https://t.co/E5fSsKaoyV,OFFN,0,1,0,alas we will have to see such incidents for 5 more years bengal is becoming another kashmir shame on you  bengalburning httpstcoe5fsskaoyv
1450,"The current scenario in Bengal is scary and when heartless ruthless goons come in power, what else to expect. @HMOIndia this must not continue like this. We expect an immediate action. Please donât make us lose our trust in you @PMOIndia #BengalViolence #BengalBurning #TMCTerror",NONE,0,0,1,the current scenario in bengal is scary and when heartless ruthless goons come in power what else to expect  this must not continue like this we expect an immediate action please donât make us lose our trust in you  bengalviolence bengalburning tmcterror
1451,did any youth from #mirabhayandar got vaccination? Its May 7th today and still there's no hope here at #mirabhayandar with vaccine. I request every citizens of mirabhayandar to raise your voice and let govt know about the situation here. #vaccination #Help #mbmc #CovidVaccine,NONE,0,0,1,did any youth from mirabhayandar got vaccination its may 7th today and still there's no hope here at mirabhayandar with vaccine i request every citizens of mirabhayandar to raise your voice and let govt know about the situation here vaccination help mbmc covidvaccine
1452,"@bonkydog Don't get me wrong, I'd dearly love to shoot him into the sun.  But he's not Joe Lieberman. That guy was a detestable shitbag.",PRFN,1,0,0, don't get me wrong i'd dearly love to shoot him into the sun  but he's not joe lieberman that guy was a detestable shitbag
1453,"@y4omi wake up, it's the first of the month. I brush my teeth and count up, I let my bitch roll my blunt, i'm bout to dirty my cup, pour up some lean and get stuck, i make her scream when we fuck.",PRFN,1,0,0, wake up it's the first of the month i brush my teeth and count up i let my bitch roll my blunt i'm bout to dirty my cup pour up some lean and get stuck i make her scream when we fuck
1454,"Bitch, I'm Bloody Murder!!!!!!",PRFN,1,0,0,bitch i'm bloody murder
1455,@ANI @MamataOfficial You won Bengal and You Won Hearts too. Bengal is All Yours â¤ï¸ @narendramodi These All Covid crisis is because of you. #ResignPMmodi,HATE,0,0,0,  you won bengal and you won hearts too bengal is all yours â¤ï¸  these all covid crisis is because of you resignpmmodi
1456,@camanpour @RanaAyyub More than anything else - this inability to ask him questions or hold him to account- has been India's biggest failure. #ResignModi,NONE,0,0,1,  more than anything else  this inability to ask him questions or hold him to account has been india's biggest failure resignmodi
1457,"@MickMcD1888 @JonnyLavn @Alandevine9 @phford40 Lessons? You guys canâ€™t prove shit. What do all governing bodies say? Whatâ€™s does the liquidator say, what does lord nimmo say? They all know more than you and the other twat",PRFN,1,0,0,    lessons you guys canâ€trade markt prove shit what do all governing bodies say whatâ€trade marks does the liquidator say what does lord nimmo say they all know more than you and the other twat
1458,Every day brings a doom. Why the hell do we have such incompetent morons at the helm? #ResignModi #VoteThemOut2022 #VoteThemOut2024 #IndianLivesMatter #indianeedoxygen #VaccineForAll https://t.co/dHlYpayKtt,HATE,0,0,0,every day brings a doom why the hell do we have such incompetent morons at the helm resignmodi votethemout2022 votethemout2024 indianlivesmatter indianeedoxygen vaccineforall httpstcodhlypayktt
1459,"What he said that time wasn't wrong though. But the way, he is unable to follow his own words now, is very strange. God knows what's going inside his mind, but it's terrible and sad to see his brazen silence on #CrimesAgainstHindus in India. #BengalBurning https://t.co/IoQzrcXpQ6",NONE,0,0,1,what he said that time wasn't wrong though but the way he is unable to follow his own words now is very strange god knows what's going inside his mind but it's terrible and sad to see his brazen silence on crimesagainsthindus in india bengalburning httpstcoioqzrcxpq6
1460,"🇩🇪 is opposing 🇺🇲 endorsement of #CovidVaccine #IP waiver  🇬🇧 and 🇪🇺 are currently on the fence  @wto's Ngozi, 🇮🇳,🇿🇦 and &gt;50 others back it  It's not all that simple. Good arguments on both sides (see @DharshiniDavid's brilliant micro analysis below)  Overall I'm for it 💪 https://t.co/sW9QVHYKra",NONE,0,0,1, is opposing  endorsement of covidvaccine ip waiver   and  are currently on the fence  's ngozi  and gt50 others back it  it's not all that simple good arguments on both sides see 's brilliant micro analysis below  overall i'm for it flexed biceps httpstcosw9qvhykra
1461,You've failed this country  #ResignModi #Resign_PM_Modi   @narendramodi @PMOIndia,OFFN,0,1,0,you've failed this country  resignmodi resignpmmodi    
1462,The worst politician ever seen in my life.#ModiHataoDeshBachao  #ResignModi https://t.co/p4aPbm0FKx,OFFN,0,1,0,the worst politician ever seen in my lifemodihataodeshbachao  resignmodi httpstcop4apbm0fkx
1463,"@jazmataz3 @joehiggens3 @andrewDC_ There's a difference between ""I went on a date"" and ""I'm taking a lot of dick"" If you don't understand healthy boundaries then you probably shouldn't be doing either.",OFFN,0,1,0,   there's a difference between i went on a date and i'm taking a lot of dick if you don't understand healthy boundaries then you probably shouldn't be doing either
1464,@ndtv Nothing gonna help you please #Resign_PM_Modi,NONE,0,0,1, nothing gonna help you please resignpmmodi
1465,"The pandemic can’t kill me now, but a truck sure still can! #CovidVaccine #vaccinated https://t.co/A49mAh8MJK",NONE,0,0,1,the pandemic can’t kill me now but a truck sure still can covidvaccine vaccinated httpstcoa49mah8mjk
1466,"What the Government and media needs to focus on Vs what they are actually doing right now. Such a shameful moment to call myself an Indian, Where elections, power, fame,TRP, money is more important than people's life. Such a shame  #ModiMustResign  #ModiKaVaccineJumla https://t.co/1lOi3vKjqX",NONE,0,0,1,what the government and media needs to focus on vs what they are actually doing right now such a shameful moment to call myself an indian where elections power fametrp money is more important than people's life such a shame  modimustresign  modikavaccinejumla httpstco1loi3vkjqx
1467,@WomenPostingLs What a fucking cunt.,PRFN,1,0,0, what a fucking cunt
1468,@ElSpiderCholo Knocked the bastard out,PRFN,1,0,0, knocked the bastard out
1469,"#Kashmir, #Philistine, Syria, Iraq and many other Muslim countries are facing oppressions by Hindus and Jews. I warn the #United #Nations that if #Islamophobia is not stopped, the consequences will be dire. @UN @ImranKhanPTI @OfficialDGISPR",NONE,0,0,1,kashmir philistine syria iraq and many other muslim countries are facing oppressions by hindus and jews i warn the united nations that if islamophobia is not stopped the consequences will be dire   
1470,Nothing new bro...we were warned about them almost 7 decades ago...if only we had acted on the advise 😞 #ResignModi #Resign_PM_Modi https://t.co/D9UyHXRyKg https://t.co/c54X6R7gHv,NONE,0,0,1,nothing new browe were warned about them almost 7 decades agoif only we had acted on the advise disappointed face resignmodi resignpmmodi httpstcod9uyhxrykg httpstcoc54x6r7ghv
1471,@itovibesss_ @TrueJunxy @TTVGxlden @its_Shinn @YeetDv Fuck you tbh bro get a life stop hating on somebody who worked hard,PRFN,1,0,0,   shinn  fuck you tbh bro get a life stop hating on somebody who worked hard
1472,If you are complaining about @ScottMorrisonMP &amp; the Indian travel ban but have been supporting state government lockdowns and restrictions. You are a hypocrite and should keep your mouths shut. We should never have had any lockdowns. #auspol #IndiaCovidCrisis,OFFN,0,1,0,if you are complaining about  amp the indian travel ban but have been supporting state government lockdowns and restrictions you are a hypocrite and should keep your mouths shut we should never have had any lockdowns auspol indiacovidcrisis
1473,Sad to say this was bound to happen #CovidVaccine  https://t.co/VIrNaTXQNN,NONE,0,0,1,sad to say this was bound to happen covidvaccine  httpstcovirnatxqnn
1474,I hate people who double check my work. Bitch you ainât even know what you was looking for before you called in here ?????,HATE,0,0,0,i hate people who double check my work bitch you ainât even know what you was looking for before you called in here 
1475,@BoelsenCharley Wanker!!,PRFN,1,0,0, wanker
1476,There is no Vaccine no Oxygen no Medical facility only Jumla we don't need this government..  #ModiMustResign #ModiResign #ModiKaVaccineJumla #BJP_MP_MLA_Missing https://t.co/Z7214oe3m8,NONE,0,0,1,there is no vaccine no oxygen no medical facility only jumla we don't need this government  modimustresign modiresign modikavaccinejumla bjpmpmlamissing httpstcoz7214oe3m8
1477,@ECISVEEP #WestBengalElection almost 6million people voted today. Tomorrow another election in Telangana 1.4million people are expected to vote in the middle of pandemic. What a tragedy? #ModiMustResign #ModiResignOrRepeal #ModiKaVaccineJumla #ModiFailsIndia https://t.co/IB84Pt6H4y,NONE,0,0,1, westbengalelection almost 6million people voted today tomorrow another election in telangana 14million people are expected to vote in the middle of pandemic what a tragedy modimustresign modiresignorrepeal modikavaccinejumla modifailsindia httpstcoib84pt6h4y
1478,😭tears come into my eyes . Ya allah plzz forgive us and plzz gives us Shifa from this deadly covid19. @narendramodi @drharshvardhan u lead into apocalypse. Shame on u  #IndiaCovidCrisis https://t.co/vxSdv4wF0Z,OFFN,0,1,0,loudly crying facetears come into my eyes  ya allah plzz forgive us and plzz gives us shifa from this deadly covid19   u lead into apocalypse shame on u  indiacovidcrisis httpstcovxsdv4wf0z
1479,this is why i needa get my shit together and get in shape . im tryna look fine af,PRFN,1,0,0,this is why i needa get my shit together and get in shape  im tryna look fine af
1480,Now u know damn well that’s two dif levels. Someone who got Grammys y makes music that helped me thru everyday darkness thru sound.. better then mfs who physically there with me..,PRFN,1,0,0,now u know damn well that’s two dif levels someone who got grammys y makes music that helped me thru everyday darkness thru sound better then mfs who physically there with me
1481,"RADHE ARRIVES IN 10 DAYS, but Gujarati asshole people are trying to sell ₹2cr and 73 lakhs worth 70 thousand doses of duplicate #Remdesivir across the country which has been seized.  #CoronaSecondWave, #ModiMustResign, #ModiHataoDeshBachao, #AmitShahMustResign, #IndiaCovidCrisis https://t.co/OZYYvV39F0",HATE,0,0,0,radhe arrives in 10 days but gujarati asshole people are trying to sell ₹2cr and 73 lakhs worth 70 thousand doses of duplicate remdesivir across the country which has been seized  coronasecondwave modimustresign modihataodeshbachao amitshahmustresign indiacovidcrisis httpstcoozyyvv39f0
1482,"This is toughest time ,no beds ,no oxygen, no vaccines ,lives are ending ,people are helpless  #OxygenCrisis #IndiaCovidCrisis #COVID19 #SaveLives  @SonuSood https://t.co/5y8njtmy4v",NONE,0,0,1,this is toughest time no beds no oxygen no vaccines lives are ending people are helpless  oxygencrisis indiacovidcrisis covid19 savelives   httpstco5y8njtmy4v
1483,"@Fubu72 @phantato given how aichan bleeds you dry with assorted elf/outfits/whatever the fuck the no guarantee stigma box has going on , compared to sweet paimon with- [we regret to inform you the weapon banner is haunted",OFFN,0,1,0,  given how aichan bleeds you dry with assorted elfoutfitswhatever the fuck the no guarantee stigma box has going on  compared to sweet paimon with we regret to inform you the weapon banner is haunted
1484,"modi ji kya hua are you wrong PM you should resign from your job, you not eligible for this position. @narendramodi  #ResignPMmodi  #Resign_PM_Modi https://t.co/lcPj1tKQWX",OFFN,0,1,0,modi ji kya hua are you wrong pm you should resign from your job you not eligible for this position   resignpmmodi  resignpmmodi httpstcolcpj1tkqwx
