,Unnamed: 0,_id,tweet_id,text,task_1,task_2,frac_profane,polarity
1829,980,60c5d7495659ea5e55df0a2c,hi_hasoc_2021_980,मै बचाता रहा दीमकों से घर अपना और चंद कुर्सी के कीड़े पूरा मुल्क खा गए resignpmmodi,NOT,NONE,0.0,-0.34399013221263885
1830,1233,60c5d7495659ea5e55df0a16,hi_hasoc_2021_1233,“इंसान सब कुछ भूल सकता है सिवाय इन लम्हों के जब उसे अपनों की ज़रूरत थी और वो साथ नहीं थे” bengalburning spinelessbjp,NOT,NONE,0.0,-0.34683357179164886
1831,248,60c5d7495659ea5e55df06a5,hi_hasoc_2021_248,ops banevm पुरानीपेंशनबहालकरो farmersprotest speakupforfarmers stopprivatization modimadedisaster npsभारतछोड़ो npsquitindia npsनिजीकरणभारतछोड़ो opsकर्मचारीकाअधिकार npsनिजीकरणकेख़िलाफ़इंक़लाब स्वास्थ्यक्षेत्रमेबजटबढ़ाओ resignpmmodi vaccineऔरmspदो,NOT,NONE,0.0,-0.18057140707969666
1832,734,60c5d7495659ea5e55df090c,hi_hasoc_2021_734,ये दोष केवल किसी पार्टी के लोगो का नही है श्रीमान जी पूरी जनता आपके खिलाप आवाज उठाने में लगी हुईं है आपके झूठ सामने ला रही है कुछ कीजिए कुछ लोगो को जेल भेजो fir करो अपने आप चुप हो जायेगी अनुराग कश्यप को चुप किया वैसे ही करते रहो तब लगेगा राम राज्य आ गया,NOT,NONE,0.0,-0.6091044843196869
1833,49,60c5d7495659ea5e55df05e0,hi_hasoc_2021_49,हमारे पूर्वजों ने कभी कोई धरना नहीं किया बंगालहिंसा bengalburning,NOT,NONE,0.0,-0.3499573767185211
1834,5460,60c5d7495659ea5e55df15be,hi_hasoc_2021_5463,क्यों तेरी दी di के साथ सात फेरे लेके गद्दारी कर दी क्यों बे गुफा पुत्र नकली हिन्दू बोल आगे साले गद्दार देशद्रोही माफी वीर की नाजायज़ औलाद गद्दारी का इतिहास है तुम गुफा पुत्रो का,HOF,OFFN,0.0,-0.7344774007797241
1835,3136,60c5d7495659ea5e55df15e0,hi_hasoc_2021_3136,ये कैसा उन्माद सदियों में न हुआ होगा यह ऐसा कृत्य घृणित है टैगौर विवेकानंद सुभाष की भूमि आज हुई लज्जित है bengalburning bengalviolence,NOT,NONE,0.0,-0.9243608321994543
1836,4415,60c5d7495659ea5e55df06ce,hi_hasoc_2021_4416,दुष्ट लड़की,HOF,OFFN,0.0,-0.9437030367553234
1837,5579,60c5d7495659ea5e55df17b9,hi_hasoc_2021_5582,ट्विटर ने चड्डी उतारनी शुरू कर दी है भक्तों अब तुम भाड़ में जाओ,HOF,OFFN,0.0,-0.42331767082214355
1838,972,60c5d7495659ea5e55df09c3,hi_hasoc_2021_972,इन आँसुओ की क़ीमत हर किसी से अदा नहीं हो सकती ओसामा शहाब। आप जहाँ रहेंगे हम सब आपके साथ रहेंगे ताउम्र justiceforshahabuddin,NOT,NONE,0.0,0.26491716504096985
1839,4012,60c5d7495659ea5e55df1ccf,hi_hasoc_2021_4012,बंगालहिंसा bengalburning मौन silence mamtaisterrorist ममताबनर्जीहत्याएंबंदकरो,NOT,NONE,0.0,-0.4795047491788864
1840,1500,60c5d7495659ea5e55df0cd7,hi_hasoc_2021_1500,दोस्तों आओ हम सब सर्वसम्मति से महान अर्थशास्त्री धुरंधर वैज्ञानिक अंतर्राष्ट्रीय किसान भयंकर सवर्णदलित मसीहा चुदित राज जी को खांग्रेस अध्यक्ष एवं पलधानमंतली बनाएं सभी समस्याएं समाप्त उदितराजकोअध्यक्षबनाओबे covidvaccine,NOT,NONE,0.0,0.20625628530979156
1841,2353,60c5d7495659ea5e55df1152,hi_hasoc_2021_2353,तिजारत news covid19 indiacovidcrisis tuesdaymotivations treading bengalburning किसानोपरfirमतकरो कोरोनाहारेगाभारतजीतेगा किसानएकता trisha narendramodi yogiadityanath,NOT,NONE,0.0,-0.13834121823310852
1842,4645,60c5d7495659ea5e55df0aaa,hi_hasoc_2021_4646,जो इंसान पत्रकारिता करते करते सीधा राजनितिक पार्टी ज्वाइन कर ले टिकट मिल जाये चुनाव लड़े और वो ही इंसान बाद मे मिडिया को महिमा मण्डली बोले तो सोचने पर ये मजबूर होना पड़ता है की ये जीव जंतु कितना गन्दा दोगला कितना नीच कितना नालायक होगा,HOF,OFFN,0.02127659574468085,-0.6125984862446785
1843,3271,60c5d7495659ea5e55df174d,hi_hasoc_2021_3271,प्रिय मोदी जी और अमित शाह जी बंगाल सुभाष चंद्र बोस की धरती है गांधी की नहीं… bengalburning bengalvoilence bengalisburning bengalviolencewarrantssternaction,NOT,NONE,0.0,-0.382270872592926
1844,3515,60c5d7495659ea5e55df18f7,hi_hasoc_2021_3515,आप सब रुक गए क्या आज़ रुकना नहीं लिखना है justiceforshahabuddin,NOT,NONE,0.0,-0.5015355125069618
1845,683,60c5d7495659ea5e55df07eb,hi_hasoc_2021_683,justiceforsarswatijana bengalburning bengalviolence राष्ट्रपतिजीबंगालसंभालो,NOT,NONE,0.0,-0.6130149513483047
1846,5522,60c5d7495659ea5e55df15bb,hi_hasoc_2021_5525,कनाडा में एक मुस्लिम परिवार के 4 फ़र्द को रौंदकर क़त्ल करने वाला आतंकवादी यहूदी है। यक़ीन जानिये अगर ये क़त्ल करने वाला मुस्लिम होता और मक़तूल फ़ैमिली ग़ैरमुस्लिम होती तो दुनिया की इस्लामोफोबिक मीडिया अबतक इस्लामिक आतंकवाद का रंडीरोना रो रही होती। islamophobiaisterrorism,HOF,HATE,0.022727272727272728,-0.7664951309561729
1847,2775,60c5d7495659ea5e55df13ef,hi_hasoc_2021_2775,भाड़ मे जाओ एसबीआई वालों मैं तुम्हारे यहां से खाता ही बंद करवा दूंगा तुम लोगों की हर जगह हमेशा अलग ही नौटंकी रहती है।,NOT,NONE,0.0,-0.5324096232652664
1848,5480,60c5d7495659ea5e55df1653,hi_hasoc_2021_5483,मतलब अभी तक वाह वाह और पार्टी बदलते ही आह आह दोगला पन क्यूं,HOF,HATE,0.0,-0.11707115173339844
1849,5408,60c5d7495659ea5e55df13be,hi_hasoc_2021_5411,शेरएबिहार को नम आँखों से आख़िरी विदाई शहाबुद्दीनसाहब justiceforshahabuddin standwithosamashahab shahabuddin,NOT,NONE,0.0,0.3484494686126709
1850,5101,60c5d7495659ea5e55df0cfd,hi_hasoc_2021_5104,cm mamata banerjee का गंभीर आरोप bengal में corona विस्फोट के पीछे bjp leaders bengalburning​ covid19newsupdate,HOF,HATE,0.0,-0.6869764663279057
1851,4942,60c5d7495659ea5e55df0cfa,hi_hasoc_2021_4945,bengalviolence हम कड़ी निंदा करते है बीजेपी की जिम्मेदारी खत्म 2024 मे बीजेपी हार जाती है तो उस समय तो 2530 पार्टिया होगी जब आप एक पार्टी के गुण्डो से नहीं बचा सकते तो इतनी पार्टियों कैसे बचायेंगे आपको वोट देने वालों की bengalburning bengalviolence,HOF,HATE,0.0,-0.7374946027994156
1852,1414,60c5d7495659ea5e55df0d43,hi_hasoc_2021_1414,कसम चरखे की हम उपवास के इस दिव्य शस्त्र से बंगाल में माताबहनो और बहुओ पर हुवे सामूहिक बलात्कारअत्याचार सेकड़ो निर्दोष कार्यकरो की क्रूरता और बर्बर तरीके से हुवी हत्या तथा bjp सपोर्टरों की संपत्ति का नुकसान सबका बदला लेंगें। fivestardharana bengalviolence bengalburning,NOT,NONE,0.0,-0.6612811163067818
1853,1384,60c5d7495659ea5e55df0e5d,hi_hasoc_2021_1384,मोदी तुम इस्तीफा दो हम तुम्हारे साथ है resignmodi resignpmmodi modihataodeshbachao,NOT,NONE,0.0,-0.014434844255447388
1854,5808,60c5d7495659ea5e55df1a65,hi_hasoc_2021_5812,unnessoryfearmongering by govs chosen 1 notexpertactually whos game playing मारदो चोट चीन कहाँ तक घुसा कम्बल सकलै तै बदभरोस सावंत chinesevirus पे राजी न लाग्गे,NOT,NONE,0.0,-0.5801049396395683
1855,5352,60c5d7495659ea5e55df13b6,hi_hasoc_2021_5355,भाजपा की द्वारा 20000 करोड़ लगा कर और चुनाव आयोग को हाई जेक करकर भी यदि भाजपा बंगाल में चुनाव हार रही हे तो ये फ़क़ीर की व्यक्तिगत हार हे resignpmmodi bengalelection2021 khelahobe,HOF,HATE,0.0,-0.35206374526023865
1856,2594,60c5d7495659ea5e55df1360,hi_hasoc_2021_2594,हो या हो या बंगाल में की हिंसा पर की निंदा की जगह इसे जायज ठहराने में व्यस्त है लिबरल मीडिया । यहाँ तक कि ने भी अभी 72 बीघे वाला पोस्ट नही किया। bengalisburning bengalviolence bengalburning,NOT,NONE,0.0,-0.5711946859955788
1857,5428,60c5d7495659ea5e55df1461,hi_hasoc_2021_5431,ज़बाब देने के वाट्स एप यूनिवर्सिटी के नाजायज औलाद मैदान में उतर जायेगा,HOF,OFFN,0.0,-0.22875432670116425
1858,3374,60c5d7495659ea5e55df1707,hi_hasoc_2021_3374,ज़िंदगी और मौत दोनों से डर रहे है। बंदे में कुछ तो ख़ास बात थी। इसलिए ही लाश देने से डर रहे है। justiceforshahabuddin,NOT,NONE,0.0,-0.6986661478877068
1859,254,60c5d7495659ea5e55df053d,hi_hasoc_2021_254,jmdnewsflash mp रेमडेसिविर इंजेक्शन ले जा रहे विमान की ग्वालियर में क्रैश लैंडिंग मध्य प्रदेश सरकार के स्टेट प्लेन की ग्वालियर में क्रैश लैंडिंग हुई हादसे में दोनों पायलट सुरक्षित हैं क्रैश लैंडिंग के दौरान सभी इंजेक्शन भी सुरक्षित हैं remedisivir covidvaccine,NOT,NONE,0.0,0.11952388286590576
1860,864,60c5d7495659ea5e55df08e7,hi_hasoc_2021_864,माफ़ी मांगाे resignmodi,NOT,NONE,0.0,-0.30831439793109894
1861,924,60c5d7495659ea5e55df0943,hi_hasoc_2021_924,बंगाल हिंसा के विरोध में रघुवर दास का धरना कहा चुभती है विपक्षी पार्टियों की चुप्पी news jharkhand bengalburning,NOT,NONE,0.0,-0.10283434391021729
1862,521,60c5d7495659ea5e55df0771,hi_hasoc_2021_521,हम शाहबुद्दीन साहब के बेटे के साथ कंधे से कंधा मिलाकर खड़े हुए है हमारी आवाज़ दबाई नही जा सकती rjd boycott justiceforshahabuddin,NOT,NONE,0.0,-0.1035551130771637
1863,3981,60c5d7495659ea5e55df1aa3,hi_hasoc_2021_3981,मोदी तुम इस्तीफा दो हम तुम्हारे साथ है resignmodi resignpmmodi modihataodeshbachao,NOT,NONE,0.0,-0.014434844255447388
1864,1748,60c5d7495659ea5e55df1093,hi_hasoc_2021_1748,aajtakदलालमोदीका,NOT,NONE,0.0,-0.04661369323730469
1865,2986,60c5d7495659ea5e55df151a,hi_hasoc_2021_2986,मोत ही आएगी मौत “मुफ़्त” ले लो ऑक्सीजन किसी क़ीमत पे नहीं जान लो covid19 resignmodi oxygencrisis resignpmmodi resignpmmodi modimustresign modikavaccinejumla,NOT,NONE,0.0,-0.19267727434635162
1866,1071,60c5d7495659ea5e55df0a9d,hi_hasoc_2021_1071,जमीन पर बड़ा शोर मचा था हमारी हुकूमत हमारी मर्ज़ी कुदरत ने सब को बता दिया मेरी दुनिया मेरी मर्जी andhbhakts modikavaccinejumla yogijhootahai,NOT,NONE,0.0,-0.2162708342075348
1867,5220,60c5d7495659ea5e55df1229,hi_hasoc_2021_5223,क्या हुआ गधा धारी भीम,NOT,NONE,0.2,-0.6763081401586533
1868,5104,60c5d7495659ea5e55df0d2f,hi_hasoc_2021_5107,बंगाल पर कांग्रेस सहित सभी विपक्षी दल गूंगेबहरे हो गए यही भाजपा शासित होता तो गूंगे भी बोलने लगते bengalburning bengalviolence,HOF,HATE,0.0,-0.3758378028869629
1869,987,60c5d7495659ea5e55df0aba,hi_hasoc_2021_987,rss is a public health threat कृषिकानूनरद्दकरनेपड़ेंगे resignmodi farmersprotest,HOF,HATE,0.0,-0.7998564429581165
1870,470,60c5d7495659ea5e55df0723,hi_hasoc_2021_470,जानवर जानवर का शिकार करता है इंसान जानवर का शिकार करता है राजनीति का नशा इंसान का शिकार करता है,NOT,NONE,0.0,-0.45626840740442276
1871,3125,60c5d7495659ea5e55df1543,hi_hasoc_2021_3125,एक तरफ राज्य सरकारें हैं जो oxygen की कमी बता रही हैं दूसरी तरफ केंद्र सरकार है जिसमे ख़ास तौर पर स्वास्थ्य मंत्री हैं जो कहते हैं सब चंगा सी i कहीं कोई दिक्कत नहीं है resignharshvardhan resignpmmodi resources oxygenshortage युवामुखरहों,NOT,NONE,0.0,-0.16925808787345886
1872,4247,60c5d7495659ea5e55df1d2a,hi_hasoc_2021_4247,उम्र बीत जाती है एक घर बनाने में क्या इंसान है ये जिन्हें शर्म भी नही आती किसी के घरोंदे को जलाने में bengalburning,NOT,NONE,0.0,-0.5603020936250687
1873,1552,60c5d7495659ea5e55df0cf4,hi_hasoc_2021_1552,अलविदा शेर एसिवान अलविदा शेर ए हिंदुस्तान justiceforshahabuddin,NOT,NONE,0.0,0.11376005411148071
1874,2993,60c5d7495659ea5e55df157c,hi_hasoc_2021_2993,शेर ए बिहार मरहूम शहाबुद्दीन साहब को दिल्ली गेट कब्रिस्तान में हुए सुपुर्द ए खाक अल्लाह शहाबुद्दीन साहब को जन्नत उल फिरदोस में आला से आला मक़ाम अता फरमाएं घर वालों को सब्र दे दुआ की गुजारिश है justiceforshahabuddin justiceforshahabuddin,NOT,NONE,0.0,0.22187860310077667
1875,3130,60c5d7495659ea5e55df1592,hi_hasoc_2021_3130,आवाज़ दो हम सब एक हैं justiceforshahabuddin,NOT,NONE,0.0,0.16030484437942505
1876,4104,60c5d7495659ea5e55df1bcf,hi_hasoc_2021_4104,हाथरस में माइक कैमरा लेकर पुलिस अफसर के सर पर तांडव करने वाली जी का बुलेट बंगाल की ओर काहे नही घूम रहा bengalburning,NOT,NONE,0.0,-0.4416349306702614
1877,3102,60c5d7495659ea5e55df1568,hi_hasoc_2021_3102,संघी दरींदो पर बंगाली गुंडो की जीत ये दरसाती है लोगों मे दिमाग तो है इतनी आसानी से हिंदुस्तान को गुजरात की तरह गुलाम नही होने देंगे mamatabanerjee resignpmmodi bjpdestroyedindia tmcwinsbengal bjpkorbe200paar modiresign नंदीग्राम suvenduadhikari yogiadityanath,HOF,HATE,0.0,-0.13358256220817566
1878,5985,60c5d7495659ea5e55df1a4a,hi_hasoc_2021_5990,rjd की खामोशी तमाम बिहार की जनता देख रही है मुसलमानों के लीडर shahabuddin साहब हमेशा रहेंगे और आने वाले election में rjd इसका खामयाजा भुगतने के लिए पूरे bihar में तैयार रहे speakup4shahabuddin justiceforshahabuddin,NOT,NONE,0.0,0.4047309011220932
1879,3826,60c5d7495659ea5e55df1c91,hi_hasoc_2021_3826,modimadedisaster मोदी सरकार की ग़लती का ख़ामियाज़ा भारत ही नहीं पूरी दुनिया भुगतेगी modihataodeshbachao modiresignorrepeal resignmodi modimustresign covid19india covidindia,NOT,NONE,0.0,-0.4203509986400604
1880,6083,60c5d7495659ea5e55df19db,hi_hasoc_2021_6088,what is more फूहड़,HOF,PRFN,0.0,-0.38995111733675003
1881,3747,60c5d7495659ea5e55df1cfc,hi_hasoc_2021_3747,दुष्ट,HOF,OFFN,0.0,-0.8002149946987629
1882,5707,60c5d7495659ea5e55df1807,hi_hasoc_2021_5710,to fixthecountry modi needs to resign retweet if you agree resignpmmodi didiodidi modikavaccinejumla covidisairborne indianeedsoxygen exitmodi किसानोंकामोदीकोधोबीपटका kindattnpmnarendramodi sosdelhi,HOF,HATE,0.0,-0.13745051622390747
1883,1051,60c5d7495659ea5e55df0957,hi_hasoc_2021_1051,उम्र भर ग़ालिब वो यही भूल करता रहा गोबर था दिमाग मे ओर कान साफ करता रहा modiresign modikavaccinejumla resignmodi,NOT,NONE,0.0,-0.14470449090003967
1884,1261,60c5d7495659ea5e55df09dc,hi_hasoc_2021_1261,आज क़ातिल जीत गया और इंसाफ की हार हुई एक हीरा खो दिया हमने सब याद रखा जाएगा। justiceforshahabuddin,NOT,NONE,0.0,-0.05889236927032471
1885,1698,60c5d7495659ea5e55df0fa6,hi_hasoc_2021_1698,bcz its moumoma xitler tau pappu खुसहुआ isi मारका नोटkhanchacha वाले कन्संट्रेटर xitler चचा के हियाँ से ही आरेकहीं उनमें कोई और जबरा strain न हो ताऊ क ppemask मे chinesevirus सामान्यतः 3rdvave0 epidomology बतारहा,NOT,NONE,0.0,-0.2431548535823822
1886,336,60c5d7495659ea5e55df0779,hi_hasoc_2021_336,modikavaccinejumla modiresign indiafightscorona pmcaresfundकाहिसाबदो pmdoesnotcare,NOT,NONE,0.0,-0.3040712773799896
1887,5864,60c5d7495659ea5e55df199c,hi_hasoc_2021_5868,बंगाल के जादवपुर की bjp उम्मीदवार का घर देखिएबंगाल में जो हार गया वो बिलख रहा है । bengalburning bengalviolence,HOF,HATE,0.0,-0.7169155888259411
1888,5792,60c5d7495659ea5e55df1c69,hi_hasoc_2021_5796,धर्म मजहब और रिलिजन में अंतर है पांडे कार्ल मार्क्स ने धर्म को नही रिलीजन को अफीम बोला दुख की बात ये है कि हिन्दू नाम के वामी और दोगलो को धर्म मजहब और रिलीजन का अर्थ नही पता और सामने वाला कुछ भी कांड करे 1400 साल से तो चुप रहो जब कोई उत्तर दे तो फिर फटने क्यों लग जाती है।,HOF,HATE,0.0,-0.6870669834315777
1889,2656,60c5d7495659ea5e55df13f8,hi_hasoc_2021_2656,modikavaccinejumla modiresign indiafightscorona pmcaresfundकाहिसाबदो pmdoesnotcare,NOT,NONE,0.0,-0.3040712773799896
1890,2913,60c5d7495659ea5e55df14ee,hi_hasoc_2021_2913,गधा गधों का लीडर ।,HOF,OFFN,0.2,-0.6470529809594154
1891,1073,60c5d7495659ea5e55df0aa5,hi_hasoc_2021_1073,main so raha hoon भाड़ में जाओ सब,NOT,NONE,0.0,-0.09803178906440735
1892,6101,60c5d7495659ea5e55df194c,hi_hasoc_2021_6106,कनाडा में एक मुस्लिम परिवार के 4 फ़र्द को रौंदकर क़त्ल करने वाला आतंकवादी यहूदी है। यक़ीन जानिये अगर ये क़त्ल करने वाला मुस्लिम होता और मक़तूल फ़ैमिली ग़ैरमुस्लिम होती तो दुनिया की इस्लामोफोबिक मीडिया अबतक इस्लामिक आतंकवाद का रंडीरोना रो रही होती। islamophobiaisterrorism,HOF,HATE,0.022727272727272728,-0.7664951309561729
1893,2071,60c5d7495659ea5e55df1260,hi_hasoc_2021_2071,पूर्व सांसद को अपने घर की जमीन पर दफन होने भी नहीं दे सकती है सरकार लानत है ऐसी सरकार पर justiceforshahabuddin,NOT,NONE,0.0,-0.39692822098731995
1894,3559,60c5d7495659ea5e55df1bac,hi_hasoc_2021_3559,देश के लोग हर समय समय के लिए कार्यात्मक मुखिया चाहते हैं। विशेष योग्यता कम बात करें और अधिक करें spinelessbjp covid19 bengalviolence cruelmamata bengalburning marathareservation ममताकीनिर्ममता बंगालहिंसा wednesdaythought covidindia coronasecondwave covid19india,NOT,NONE,0.0,-0.03160935640335083
1895,641,60c5d7495659ea5e55df0866,hi_hasoc_2021_641,tmc और ममता के गुंडों द्वारा सरे आम लोक तंत्र एवम् लॉ एंड ऑर्डर की जम कर हत्या की गई है। बंद करो बंद करो खूनी खेला बंद करो । cruelmamata arrestmamatabanerjee presidentruleinbengal bengalburning,NOT,NONE,0.0,-0.8121393248438835
1896,1988,60c5d7495659ea5e55df106f,hi_hasoc_2021_1988,we are only as strong as we are united as weak as we are divided hinduslivesmatter hinduecosystem hindurashtra नींदसेजागोअमितशाहजी rss bengalburning,NOT,NONE,0.0,-0.28478673100471497
1897,797,60c5d7495659ea5e55df0a15,hi_hasoc_2021_797,बड़ा होना और बड़प्पन होने के बीच शिक्षा उम्र का कोई पैमाना नहीं इसी प्रकार योद्धा और धर्मयोद्धा में भी युद्धरत कर्ण के रथ का पहिया धंसने के बाद कर्ण धर्म की दुहाई अनसुनी कर कृष्ण काअर्जुन को वध का आदेश कर्ण की पृष्ठभूमि मानवीय संस्कारों के विपरीत दुष्ट सत्ता पोषक थी।,NOT,NONE,0.0,-0.06409376859664917
1898,1532,60c5d7495659ea5e55df0f7e,hi_hasoc_2021_1532,लगेगी आग तो आएंगे घर कई ज़द में यहा सिर्फ हमारा मकान थोड़ी है modimustresign covidemergency modikavaccinejumla modiresign,NOT,NONE,0.0,-0.15320518612861633
1899,5515,60c5d7495659ea5e55df1668,hi_hasoc_2021_5518,बड़े हरामी हो बेटा,HOF,OFFN,0.25,-0.7613089382648468
1900,4593,60c5d7495659ea5e55df0c32,hi_hasoc_2021_4594,इंसान को मार सकते हो उसकी शख़्सियत को कभी मौत नहीं आती। शहाबुद्दीन साहब एक जिंदादिल इंसान थे उन्हें भुलाया नहीं जा सकता है justiceforshahabuddin,NOT,NONE,0.0,-0.0880594551563263
1901,4750,60c5d7495659ea5e55df0ade,hi_hasoc_2021_4751,दलाल मुक्त मीडिया भी चाहिए।,HOF,HATE,0.0,-0.47617851197719574
1902,4666,60c5d7495659ea5e55df0c0b,hi_hasoc_2021_4667,जगह जगह दरी बिछा के धरना देते भाजपा के नेताओं को चाहिए कि वो एक तेल की शीशी भी रख लें bengalburning bengalviolence,HOF,HATE,0.0,-0.3219844251871109
1903,3591,60c5d7495659ea5e55df1ac6,hi_hasoc_2021_3591,सरकार तो अपनों के लिये बेबस है तो फिर ईश्वर ही हैं सबके लिये। ईश्वर सबकी रक्षा करें। bengalburning,NOT,NONE,0.0,-0.03287029266357422
1904,3321,60c5d7495659ea5e55df16e8,hi_hasoc_2021_3321,एक कुत्ता भी मोदी जी कि तरफ मुंह करके भोके तो ये उसे अपना बाप बना लेते हैं,HOF,OFFN,0.05555555555555555,-0.4816504865884781
1905,1913,60c5d7495659ea5e55df0e86,hi_hasoc_2021_1913,खबर आ रही है कि कुछ बड़ा होने बाला है 23 दिन से तो बस सुन ही रहा हूं। हो कुछ नही रहा। सिवाई धरना और निंदा के। बंगालहिंसा bengalburning bengalviolence जलताबंगाल,NOT,NONE,0.0,-0.09892818331718445
1906,408,60c5d7495659ea5e55df073e,hi_hasoc_2021_408,ये दोनों किसी महामारी से कम नहीं andhbhakt स्वास्थ्यमंत्रीनदारदहै yogijhootahai farmersprotest रोहितसरदाना rohitsardana aajtak modikavaccinejumla,NOT,NONE,0.0,-0.07717910408973694
1907,4979,60c5d7495659ea5e55df0e40,hi_hasoc_2021_4982,इस लॉक डाउन में कहीं मिठाई की दुकान खुली है तो बताना यार नल्ली ओ नल्ली kicked from twitter and rightly so kanganaranautsuspended नल्लीओनल्ली modihataodeshbachao modiresign resignmodi mamatabanarjee mamtabanerjee,HOF,OFFN,0.0,-0.20218603312969208
1908,5814,60c5d7495659ea5e55df1cb8,hi_hasoc_2021_5818,कौवा सावन में नाच जाए तो मोर नही होता हर दाढ़ी बढ़ाने वाला रविंद्र नाथ टैगोर नही होताresignmodi,HOF,HATE,0.0,-0.18362240493297577
1909,2056,60c5d7495659ea5e55df10f8,hi_hasoc_2021_2056,जो सियासत के नफ़ा नुकसान को साइड मे रखके अपने भाई के साथ खड़ा मिले मुसलमानों को किसी राजनेता की जरूरत नही बल्कि रहनुमा और फिकरमंद की जरूरत है एक ऐसे फ़िकरमंद की जो अपने सीने मे उम्मत का दर्द महसूस करता हो ओवैसी ने हमे निराश किया है justiceforshahabuddin,NOT,NONE,0.0,-0.39782634377479553
1910,2965,60c5d7495659ea5e55df1531,hi_hasoc_2021_2965,ये आज़माइश के दिन भी गुज़र ही जाएंगे लेकिन तुम्हारी इस खामोशी को याद रखा जाएगा justiceforshahabuddin,NOT,NONE,0.0,0.26725123822689056
1911,64,60c5d7495659ea5e55df057f,hi_hasoc_2021_64,can anyone imagine what’s she planning for with them cruelmamata नरभक्षकममता bengalburning bengalelection2021 alivehag रक्तपिपासू बेगम मोमताबानो,NOT,NONE,0.0,-0.7025944590568542
1912,2666,60c5d7495659ea5e55df1477,hi_hasoc_2021_2666,जो शहाबुद्दीन के साथ हुआ वो आज़म खान के साथ नहीं होना चाहिए इसलिए आइए हम सब आवाज उठाते हैं justiceforshahabuddin,NOT,NONE,0.0,-0.2979155033826828
1913,468,60c5d7495659ea5e55df08ad,hi_hasoc_2021_468,पुणे शहर जिल्हा काँग्रेस कमिटी सोशल मीडिया सेल resignmodi,NOT,NONE,0.0,-0.02424362674355507
1914,2434,60c5d7495659ea5e55df1205,hi_hasoc_2021_2434,पप्पू गधे ने बिना दिमाग वाली कुतिया रखी है उसका मूत पी कर पगला जाती है कुछ भी गधे को बोलो कुतिया का पिछवाड़ा जलन से ज़मीन में जा कर लगता है ।,HOF,PRFN,0.06060606060606061,-0.5230189859867096
1915,1144,60c5d7495659ea5e55df09b5,hi_hasoc_2021_1144,अलविदा mohammadshahabuddin साहब। justiceforshahabuddin aimimdemandsjusticeforshahabuddin,NOT,NONE,0.0,0.30952881276607513
1916,3213,60c5d7495659ea5e55df17a0,hi_hasoc_2021_3213,प्रधानमंत्री जी बंगाल के हिंसा पर आपकी चुप्पी पर मुहम्मद रफी जी के गाने की एक लाइन याद आ रही है पत्थर के सनम तुझे हमने मुहब्बत का ख़ुदा जाना बड़ी भूल हुई अरे हमने ये क्या समझा ये क्या जाना westbengalviolence bengalburning,NOT,NONE,0.0,-0.2014520913362503
1917,187,60c5d7495659ea5e55df069e,hi_hasoc_2021_187,she too a bengals daughter hinduslivesmatter राष्ट्रपतिजीबंगालसंभालो article356 bengalburning,NOT,NONE,0.0,-0.11385247111320496
1918,4325,60c5d7495659ea5e55df053c,hi_hasoc_2021_4326,हरामी तो नही कहते अच्छा नही लगता,HOF,PRFN,0.14285714285714285,-0.5843452289700508
1919,2381,60c5d7495659ea5e55df1289,hi_hasoc_2021_2381,novoteforbjp novotetobjp boycottbjp gobackmodi pomonemodi मोदीपरतजा नहींचाहिएभाजपा bjphataodeshbachao bjpभगाओदेशबचाओ superspreadermodi modidisasterforindia resignmodi resignpmmodi vaccineregistration cowinregistration vaccineऔरmspदो,NOT,NONE,0.0,-0.16456788778305054
1920,2890,60c5d7495659ea5e55df156e,hi_hasoc_2021_2890,ops banevm पुरानीपेंशनबहालकरो farmersprotest speakupforfarmers stopprivatization modimadedisaster npsभारतछोड़ो npsquitindia npsनिजीकरणभारतछोड़ो opsकर्मचारीकाअधिकार npsनिजीकरणकेख़िलाफ़इंक़लाब resignpmmodi किसानकार्मिकसंगसंग देशऑक्सीजनमांगताहै,NOT,NONE,0.0,-0.12776711583137512
1921,1306,60c5d7495659ea5e55df0a18,hi_hasoc_2021_1306,ops banevm पुरानीपेंशनबहालकरो farmersprotest speakupforfarmers stopprivatization modimadedisaster npsभारतछोड़ो npsquitindia npsनिजीकरणभारतछोड़ो opsकर्मचारीकाअधिकार npsनिजीकरणकेख़िलाफ़इंक़लाब स्वास्थ्यक्षेत्रमेबजटबढ़ाओ resignpmmodi vaccineऔरmspदो,NOT,NONE,0.0,-0.18057140707969666
1922,3107,60c5d7495659ea5e55df161f,hi_hasoc_2021_3107,modi govt masked policy paralysis with firehosing of falsehood देशऑक्सीजनमांगताहै resignpmmodi,NOT,NONE,0.0,-0.7582680694758892
1923,5550,60c5d7495659ea5e55df17c5,hi_hasoc_2021_5553,मोदी तुम इस्तीफा दो हम तुम्हारे साथ है resignmodi resignpmmodi modihataodeshbachao,NOT,NONE,0.0,-0.014434844255447388
1924,3534,60c5d7495659ea5e55df1a4d,hi_hasoc_2021_3534,किसी के हिस्से में बंगाल किसी के हिस्से में आसाम आया मैं तो आम आदमी हूँ साहब मेरे हिस्से में शमशान आया coronavirus bengalviolence bengalisburning bengalburning bengalelection bjp amitshah covidemergency2021 covid indiafightscovid19,NOT,NONE,0.0,-0.0366424024105072
